PID                 PPID                STAT                ELAPSED             COMMAND
3607949             3602698             Sl                  02:51               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3607950             3602544             Sl                  02:51               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=152) --multiprocessing-fork
3608142             3602944             Sl                  02:49               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608157             3603336             Sl                  02:48               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608186             3604011             Sl                  02:48               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608192             3603544             Sl                  02:47               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608196             3604289             Sl                  02:47               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608347             3602698             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608349             3602544             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608350             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608351             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608353             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608354             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608355             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608356             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608357             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608358             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608360             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608361             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608374             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608375             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608376             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608377             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608378             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608379             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608380             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608381             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608387             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608388             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608389             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608390             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608391             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608392             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608393             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608394             3608349             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(147, 151, [], **{})
3608395             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608396             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608397             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608398             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608399             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608400             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608401             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608402             3608347             S                   02:46               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608418             3603728             Sl                  02:45               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=41, pipe_handle=122) --multiprocessing-fork
3608831             3602944             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608832             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608838             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608839             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608840             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608841             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608842             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608843             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608844             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608845             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608900             3603336             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608903             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608905             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608906             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608907             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608908             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608909             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608910             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608911             3608831             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608913             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608923             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608924             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608925             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608926             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608927             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608928             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608929             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608930             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608933             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608934             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608935             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608936             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608937             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608938             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608939             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3608940             3608900             S                   02:43               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609079             3604011             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609080             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609084             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609085             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609086             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609087             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609088             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609089             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609090             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609091             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609116             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609117             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609118             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609119             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609120             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609121             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609122             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609123             3609079             S                   02:42               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609495             3603544             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609496             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609497             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609498             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609499             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609500             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609501             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609502             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609503             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609504             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609559             3604289             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609562             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609563             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609564             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609565             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609566             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609567             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609568             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609569             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609570             3609495             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609571             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609572             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609573             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609574             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609575             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609576             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609577             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609578             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609694             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609698             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609703             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609708             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609712             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609717             3609559             S                   02:41               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609722             3609559             S                   02:40               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3609724             3609559             S                   02:40               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610570             3603728             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610603             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610736             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610742             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610754             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610755             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610756             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610757             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610758             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3610759             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611154             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611155             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611156             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611157             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611158             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611159             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611160             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
3611161             3610570             S                   02:39               /usr/local/python3.12.13/bin/python3 -c from multiprocessing.forkserver import main; main(119, 121, [], **{})
/dsv41-ced-d-1m-fresh-20260924 id=286048f2834f799f8da3e969b0cc7c1d68eeb3882c67f25bcb84732a98060e87 image=sha256:1f2c08195c5b119aa9a107861fa2efa5d2b93b161f1ae91cb5358923a78cbcef status=running pid=3600581
/dsv41-ced-proxy-1m-fresh-20260924 id=a04d4161544e50a3f4a95a924a0fbddcf09d17464f86210204a2bff2d7594fc1 image=sha256:1f2c08195c5b119aa9a107861fa2efa5d2b93b161f1ae91cb5358923a78cbcef status=running pid=3608102
